id,type,ticket_type,attraction,wait_at_attraction,ride_duration,satisfaction_status,fatigue,time,day,time_of_entry,time_left,entered_park,attractions_visited_so_far
V1656,adult,online,Flying Chairs,226.35,4.0,0,1,393.67,Wednesday,115.95,395.67,True,2
V4518,adult,online,Laser Maze,8.36,3.8,71,1,393.81,Wednesday,322.09,,True,2
V3647,adult,online,Drop Tower,127.48,5.8,50,0,393.88,Wednesday,259.29,,True,1
V1128,adult,online,Pirate Ship,273.07,4.7,0,2,394.8,Wednesday,79.36,395.8,True,3
V2468,child,online,Mini Train,214.8,6.5,16,0,394.87,Wednesday,172.35,396.87,True,1
V2429,child,online,Bumper Cars,221.72,3.5,12,0,395.01,Wednesday,168.81,397.01,True,1
V0717,child,online,Swing Ride,266.42,4.2,0,1,395.04,Wednesday,50.96,396.04,True,2
V0121,adult,online,Fun House,283.02,4.5,0,3,395.36,Wednesday,8.2,397.36,True,4
V3454,adult,online,Go Karts,145.62,5.0,42,0,395.41,Wednesday,244.28,240.88,True,1
V3232,child,online,Ball Pit,163.49,4.0,36,0,395.6,Wednesday,226.94,396.6,True,1
V0119,adult,ticket_office,Petting Zoo,287.84,5.5,0,0,395.66,Wednesday,101.44,396.66,True,1
V3884,adult,online,Roller Coaster,111.89,5.5,56,0,396.11,Wednesday,277.46,,True,1
V0377,adult,ticket_office,Water Slide,62.49,4.5,56,0,396.23,Wednesday,328.14,28.5,True,1
V5406,adult,online,Virtual Reality Zone,1.95,6.5,100,0,396.53,Wednesday,387.37,,True,1
V1443,adult,online,Carousel,236.64,4.3,0,1,396.64,Wednesday,101.39,398.64,True,2
V0324,adult,ticket_office,Haunted House,102.99,4.0,35,1,396.75,Wednesday,277.93,399.75,True,2
V3910,adult,online,Observation Tower,112.05,5.0,56,0,397.83,Wednesday,279.31,279.66,True,1
V2298,adult,online,4D Cinema,165.14,6.0,5,1,398.01,Wednesday,160.54,399.01,True,2
V1371,adult,online,Flying Chairs,229.4,4.0,0,1,398.63,Wednesday,96.05,400.63,True,2
V2007,child,online,Mirror Maze,251.89,4.2,0,0,398.74,Wednesday,141.61,400.74,True,1
V1642,adult,online,Ferris Wheel,186.61,6.0,0,2,398.96,Wednesday,115.87,400.96,True,3
V2949,adult,online,Ferris Wheel,186.47,6.0,26,0,399.12,Wednesday,205.61,401.12,True,1
V0406,child,online,Bumper Cars,226.12,3.5,0,2,399.66,Wednesday,26.66,402.66,True,3
V1761,child,online,Swing Ride,271.42,4.2,0,0,399.75,Wednesday,123.62,402.75,True,1
V5418,adult,online,Virtual Reality Zone,4.47,6.5,100,0,400.3,Wednesday,388.53,,True,1
V3249,child,online,Ball Pit,167.48,4.0,34,0,400.51,Wednesday,228.11,402.51,True,1
V3651,adult,online,Drop Tower,134.09,5.8,48,0,400.64,Wednesday,259.79,,True,1
V1667,adult,online,Pirate Ship,277.97,4.7,0,0,400.92,Wednesday,116.82,401.92,True,1
V1599,child,online,Fun House,283.43,4.5,0,0,400.99,Wednesday,111.92,403.99,True,1
V3493,adult,online,Go Karts,149.08,5.0,42,0,401.52,Wednesday,246.33,243.76,True,1
V4628,adult,online,Water Slide,65.75,4.5,74,0,401.78,Wednesday,330.48,,True,1
V4104,adult,online,Haunted House,104.32,4.0,60,0,402.15,Wednesday,292.44,,True,1
V1493,child,online,Petting Zoo,290.61,5.5,0,0,402.24,Wednesday,105.05,404.24,True,1
V1229,adult,online,Carousel,238.88,4.3,0,1,402.25,Wednesday,84.98,403.25,True,2
V2826,child,online,Mini Train,200.06,6.5,20,0,402.85,Wednesday,194.81,405.85,True,1
V3932,adult,online,Roller Coaster,114.95,5.5,56,0,402.96,Wednesday,281.16,,True,1
V3944,adult,online,Observation Tower,116.46,5.0,54,0,403.34,Wednesday,281.37,,True,1
V2076,child,online,Mirror Maze,253.22,4.2,0,0,403.71,Wednesday,145.51,405.71,True,1
V5556,adult,online,Laser Maze,0,3.8,100,0,403.75,Wednesday,398.71,,True,1
V2433,child,online,Bumper Cars,230.01,3.5,8,0,403.77,Wednesday,169.65,406.77,True,1
V2352,child,online,Flying Chairs,234.06,4.0,8,0,404.0,Wednesday,164.57,406.0,True,1
V3884,adult,online,Virtual Reality Zone,0,6.5,51,1,404.93,Wednesday,277.46,,True,2
V3217,adult,online,4D Cinema,171.62,6.0,32,0,404.96,Wednesday,226.39,406.96,True,1
V1779,child,online,Swing Ride,275.42,4.2,0,0,404.98,Wednesday,124.33,405.98,True,1
V3293,child,online,Ball Pit,169.03,4.0,34,0,405.91,Wednesday,231.48,408.91,True,1
V2996,adult,online,Ferris Wheel,189.73,6.0,26,0,406.09,Wednesday,209.39,408.09,True,1
V1673,adult,online,Pirate Ship,283.72,4.7,0,0,406.32,Wednesday,117.2,407.32,True,1
V2974,adult,online,Ferris Wheel,191.39,6.0,24,0,406.43,Wednesday,207.57,407.43,True,1
V0039,child,ticket_office,Fun House,289.06,4.5,0,1,406.59,Wednesday,29.15,408.59,True,2
V2484,adult,online,Haunted House,103.06,4.0,1,1,407.31,Wednesday,173.59,408.31,True,2
V4755,adult,online,Water Slide,61.12,4.5,76,0,407.39,Wednesday,340.66,330.39,True,1
V2451,adult,online,Go Karts,152.17,5.0,0,1,407.68,Wednesday,171.25,408.68,True,2
V3705,adult,online,Drop Tower,136.04,5.8,46,0,407.83,Wednesday,264.6,263.53,True,1
V2319,child,online,Carousel,240.18,4.3,4,0,407.86,Wednesday,162.06,410.86,True,1
V2442,adult,online,Bumper Cars,233.32,3.5,8,0,407.94,Wednesday,170.45,409.94,True,1
V5579,adult,online,Laser Maze,3.74,3.8,100,0,408.5,Wednesday,400.01,386.69,True,1
V2103,adult,online,Mirror Maze,256.58,4.2,0,0,408.79,Wednesday,147.13,410.79,True,1
V3866,adult,online,Roller Coaster,118.69,5.5,45,1,409.16,Wednesday,275.88,275.7,True,2
V1523,child,online,Petting Zoo,296.03,5.5,0,0,409.18,Wednesday,106.21,412.18,True,1
V0640,child,online,Flying Chairs,239.19,4.0,0,1,409.47,Wednesday,45.06,410.47,True,2
V3995,adult,online,Observation Tower,118.59,5.0,54,0,409.57,Wednesday,284.75,419.96,True,1
V0756,child,online,Mini Train,207.86,6.5,0,1,410.27,Wednesday,52.87,411.27,True,2
V1838,child,online,Swing Ride,276.11,4.2,0,0,410.28,Wednesday,128.88,412.28,True,1
V3331,child,online,Ball Pit,171.35,4.0,32,0,410.82,Wednesday,234.56,412.82,True,1
V5640,adult,online,Virtual Reality Zone,0,6.5,100,0,411.36,Wednesday,404.13,,True,1
V1543,adult,online,4D Cinema,165.43,6.0,0,2,411.5,Wednesday,108.47,412.5,True,3
V1679,child,online,Pirate Ship,288.43,4.7,0,0,411.8,Wednesday,117.89,412.8,True,1
V4248,adult,online,Haunted House,104.31,4.0,60,0,412.01,Wednesday,302.99,,True,1
V1123,adult,online,Bumper Cars,234.74,3.5,0,2,412.36,Wednesday,79.29,413.36,True,3
V1625,child,online,Fun House,292.9,4.5,0,0,412.42,Wednesday,113.7,414.42,True,1
V5614,adult,online,Laser Maze,6.46,3.8,98,0,412.95,Wednesday,402.04,397.85,True,1
V3058,child,online,Ferris Wheel,192.11,6.0,24,0,412.96,Wednesday,213.98,414.96,True,1
V4853,adult,online,Water Slide,61.85,4.5,76,0,413.0,Wednesday,345.54,331.15,True,1
V2348,child,online,Carousel,243.66,4.3,4,0,413.05,Wednesday,164.2,414.05,True,1
V5667,adult,online,Virtual Reality Zone,0,6.5,100,0,413.09,Wednesday,405.5,,True,1
V3159,child,online,Ferris Wheel,183.51,6.0,28,0,413.71,Wednesday,222.93,415.71,True,1
V3531,adult,online,Go Karts,158.01,5.0,38,0,413.72,Wednesday,249.67,414.72,True,1
V0846,adult,online,Flying Chairs,243.12,4.0,0,2,414.19,Wednesday,60.23,417.19,True,3
V2105,child,online,Mirror Maze,261.33,4.2,0,0,414.46,Wednesday,147.46,417.46,True,1
V3727,adult,online,Drop Tower,141.64,5.8,44,0,414.88,Wednesday,266.19,260.04,True,1
V0668,child,online,Swing Ride,276.06,4.2,0,1,415.18,Wednesday,46.93,417.18,True,2
V4113,adult,online,Observation Tower,115.95,5.0,54,0,415.32,Wednesday,293.62,,True,1
V1519,child,online,Petting Zoo,302.7,5.5,0,0,415.55,Wednesday,106.48,417.55,True,1
V3348,child,online,Ball Pit,174.94,4.0,32,0,415.65,Wednesday,235.88,418.65,True,1
V4010,adult,online,Roller Coaster,123.11,5.5,52,0,415.91,Wednesday,286.06,274.3,True,1
V0639,child,online,Pirate Ship,291.22,4.7,0,1,417.03,Wednesday,44.61,418.03,True,2
V4201,adult,online,Haunted House,103.23,4.0,46,1,417.23,Wednesday,300.0,,True,2
V2512,child,online,Bumper Cars,237.42,3.5,6,0,417.27,Wednesday,174.95,419.27,True,1
V3002,child,online,Mini Train,200.87,6.5,20,0,417.42,Wednesday,209.39,419.42,True,1
V1672,child,online,Fun House,295.3,4.5,0,0,417.88,Wednesday,117.13,419.88,True,1
V3995,adult,online,Laser Maze,1.38,3.8,41,1,417.96,Wednesday,284.75,419.96,True,2
V1683,adult,online,Carousel,243.74,4.3,0,1,418.76,Wednesday,118.18,421.76,True,2
V3450,adult,online,4D Cinema,167.71,6.0,34,0,418.85,Wednesday,243.79,420.85,True,1
V3994,adult,online,Water Slide,65.65,4.5,39,2,418.87,Wednesday,284.43,419.87,True,3
V2402,child,online,Flying Chairs,247.53,4.0,2,0,419.05,Wednesday,166.66,422.05,True,1
V2121,adult,online,Mirror Maze,266.04,4.2,0,0,419.18,Wednesday,148.42,421.18,True,1
V2080,adult,online,Go Karts,161.06,5.0,0,1,419.66,Wednesday,145.55,420.66,True,2
V3262,child,online,Ferris Wheel,184.07,6.0,28,0,419.99,Wednesday,228.9,422.99,True,1
V3305,child,online,Ferris Wheel,181.56,6.0,28,0,420.23,Wednesday,232.16,422.23,True,1
V3364,child,online,Ball Pit,177.89,4.0,30,0,420.3,Wednesday,237.77,422.3,True,1
V1929,child,online,Swing Ride,280.02,4.2,0,0,420.72,Wednesday,135.16,423.72,True,1
V4133,adult,online,Observation Tower,120.12,5.0,52,0,421.21,Wednesday,295.21,294.72,True,1
V0309,adult,ticket_office,Drop Tower,148.33,5.8,22,0,421.36,Wednesday,266.55,424.36,True,1
V4378,adult,online,Haunted House,105.03,4.0,58,0,421.84,Wednesday,312.2,299.75,True,1
V0048,child,ticket_office,Petting Zoo,308.72,5.5,0,1,422.09,Wednesday,39.97,425.09,True,2
V4127,adult,online,Roller Coaster,121.71,5.5,52,0,422.14,Wednesday,294.2,294.09,True,1
V1904,adult,online,Bumper Cars,239.59,3.5,0,1,422.25,Wednesday,133.76,425.25,True,2
V0653,adult,online,Pirate Ship,294.93,4.7,0,1,422.43,Wednesday,45.99,423.43,True,2
V5877,adult,online,Laser Maze,1.96,3.8,100,0,422.6,Wednesday,415.99,399.61,True,1
V0089,child,online,Fun House,300.66,4.5,0,4,423.0,Wednesday,6.16,426.0,True,5
V2422,child,online,Flying Chairs,250.79,4.0,0,0,423.82,Wednesday,168.26,426.82,True,1
V0889,child,online,Carousel,248.13,4.3,0,1,423.83,Wednesday,63.01,425.83,True,2
V4700,adult,online,Water Slide,68.1,4.5,59,1,424.19,Wednesday,337.01,,True,2
V2125,adult,online,Mirror Maze,270.5,4.2,0,0,424.29,Wednesday,148.68,426.29,True,1
V3019,child,online,Mini Train,206.25,6.5,18,0,425.35,Wednesday,211.16,427.35,True,1
V3431,child,online,Ball Pit,177.9,4.0,30,0,425.59,Wednesday,242.4,427.59,True,1
V1872,adult,online,Go Karts,164.58,5.0,0,1,425.92,Wednesday,131.22,427.92,True,2
V1738,adult,online,4D Cinema,172.92,6.0,0,1,425.98,Wednesday,122.29,426.98,True,2
V0122,child,online,Swing Ride,285.46,4.2,0,3,426.4,Wednesday,8.32,427.4,True,4
V2557,child,online,Bumper Cars,243.42,3.5,4,0,426.71,Wednesday,178.83,429.71,True,1
V4391,adult,online,Haunted House,108.23,4.0,58,0,426.79,Wednesday,313.62,314.03,True,1
V0274,adult,ticket_office,Ferris Wheel,185.93,6.0,6,0,427.05,Wednesday,234.06,428.05,True,1
V0276,adult,ticket_office,Ferris Wheel,183.84,6.0,8,0,427.25,Wednesday,236.39,429.25,True,1
V0341,adult,ticket_office,Observation Tower,123.25,5.0,32,0,427.42,Wednesday,297.96,429.42,True,1
V3619,adult,online,Drop Tower,153.82,5.8,27,1,427.7,Wednesday,257.19,428.7,True,2
V5894,adult,online,Laser Maze,5.23,3.8,98,0,427.81,Wednesday,417.38,,True,1
V1805,adult,online,Pirate Ship,296.19,4.7,0,0,428.31,Wednesday,126.24,429.31,True,1
V4188,adult,online,Roller Coaster,122.99,5.5,52,0,428.38,Wednesday,299.15,,True,1
V5931,adult,online,Virtual Reality Zone,0,6.5,100,0,428.47,Wednesday,420.61,402.88,True,1
V1141,adult,online,Petting Zoo,312.97,5.5,0,2,428.6,Wednesday,80.71,430.6,True,3
V1687,child,online,Fun House,304.24,4.5,0,0,428.78,Wednesday,118.76,431.78,True,1
V2440,adult,online,Flying Chairs,253.53,4.0,0,0,428.8,Wednesday,170.28,429.8,True,1
V3372,adult,online,Water Slide,71.6,4.5,18,1,429.31,Wednesday,238.55,432.31,True,2
V2452,child,online,Carousel,252.12,4.3,0,0,429.41,Wednesday,171.71,432.41,True,1
V0176,adult,ticket_office,Mirror Maze,274.92,4.2,0,0,429.69,Wednesday,149.38,430.69,True,1
V3488,child,online,Ball Pit,179.4,4.0,30,0,430.75,Wednesday,246.19,432.75,True,1
V2613,child,online,Bumper Cars,244.27,3.5,4,0,430.93,Wednesday,182.44,433.93,True,1
V1971,adult,online,Swing Ride,288.09,4.2,0,0,431.22,Wednesday,138.31,432.22,True,1
V4622,adult,online,Haunted House,97.16,4.0,62,0,431.46,Wednesday,329.63,,True,1
V5989,adult,online,Virtual Reality Zone,0,6.5,100,0,432.01,Wednesday,424.02,409.26,True,1
V3398,adult,online,Go Karts,166.14,5.0,21,1,432.12,Wednesday,239.8,433.12,True,2
V5940,adult,online,Laser Maze,6.89,3.8,98,0,432.64,Wednesday,420.92,,True,1
V3046,child,online,Mini Train,212.44,6.5,16,0,432.8,Wednesday,212.92,435.8,True,1
V3506,adult,online,4D Cinema,178.93,6.0,30,0,432.9,Wednesday,247.05,434.9,True,1
V0343,adult,ticket_office,Observation Tower,125.27,5.0,30,0,433.1,Wednesday,302.14,434.1,True,1
V0745,child,online,Pirate Ship,300.66,4.7,0,1,433.95,Wednesday,52.19,434.95,True,2
V1703,adult,online,Fun House,308.8,4.5,0,0,434.04,Wednesday,119.98,437.04,True,1
V0213,child,ticket_office,Flying Chairs,246.16,4.0,0,0,434.05,Wednesday,182.64,435.05,True,1
V3788,adult,online,Drop Tower,157.77,5.8,38,0,434.19,Wednesday,269.93,261.42,True,1
V1633,adult,online,Carousel,257.1,4.3,0,1,434.33,Wednesday,114.18,435.33,True,2
V3356,child,online,Ferris Wheel,189.97,6.0,26,0,434.36,Wednesday,237.08,436.36,True,1
V2249,adult,online,Roller Coaster,125.38,5.5,0,1,434.6,Wednesday,157.29,436.6,True,2
V3361,child,online,Ferris Wheel,190.01,6.0,24,0,434.71,Wednesday,237.24,437.71,True,1
V4956,adult,online,Water Slide,76.18,4.5,70,0,434.85,Wednesday,353.13,352.56,True,1
V2195,child,online,Mirror Maze,275.97,4.2,0,0,435.15,Wednesday,153.72,438.15,True,1
V0458,adult,online,Petting Zoo,316.98,5.5,0,2,435.26,Wednesday,30.35,438.26,True,3
V3554,child,online,Ball Pit,179.29,4.0,30,0,435.78,Wednesday,251.46,438.78,True,1
V2622,child,online,Bumper Cars,247.08,3.5,2,0,435.82,Wednesday,183.85,437.82,True,1
V4670,adult,online,Haunted House,97.81,4.0,62,0,436.19,Wednesday,333.64,,True,1
V0238,child,online,Swing Ride,291.41,4.2,0,2,436.55,Wednesday,16.03,438.55,True,3
V3687,adult,online,Go Karts,169.17,5.0,34,0,437.94,Wednesday,262.95,440.94,True,1
V1281,child,online,Carousel,256.91,4.3,0,1,439.23,Wednesday,88.43,441.23,True,2
V0684,child,online,Flying Chairs,250.59,4.0,0,1,439.25,Wednesday,48.1,440.25,True,2
V4250,adult,online,Observation Tower,129.89,5.0,50,0,439.33,Wednesday,303.21,292.31,True,1
V1860,adult,online,Pirate Ship,303.94,4.7,0,0,439.67,Wednesday,130.02,440.67,True,1
V1744,adult,online,Fun House,311.64,4.5,0,0,439.81,Wednesday,122.4,440.81,True,1
V1854,adult,online,4D Cinema,184.88,6.0,0,1,439.83,Wednesday,129.99,442.83,True,2
V1627,adult,online,Mirror Maze,281.32,4.2,0,1,440.01,Wednesday,113.63,443.01,True,2
V2628,child,online,Bumper Cars,251.86,3.5,0,0,440.04,Wednesday,183.95,443.04,True,1
V4962,adult,online,Water Slide,81.31,4.5,68,0,440.35,Wednesday,353.54,352.54,True,1
V1605,child,online,Mini Train,213.18,6.5,0,1,440.55,Wednesday,111.73,442.55,True,2
V2312,child,online,Ball Pit,180.94,4.0,0,1,440.6,Wednesday,162.0,441.6,True,2
V4266,adult,online,Roller Coaster,130.0,5.5,50,0,440.61,Wednesday,304.6,,True,1
V4529,adult,online,Haunted House,94.69,4.0,47,1,440.77,Wednesday,323.13,,True,2
V3819,adult,online,Drop Tower,162.58,5.8,36,0,440.98,Wednesday,271.62,442.98,True,1
V3512,child,online,Ferris Wheel,187.35,6.0,26,0,441.56,Wednesday,247.37,443.56,True,1
V3389,child,online,Ferris Wheel,194.84,6.0,24,0,441.56,Wednesday,239.52,442.56,True,1
V1082,adult,online,Swing Ride,290.59,4.2,0,1,441.68,Wednesday,75.71,443.68,True,2
V1615,child,online,Petting Zoo,322.73,5.5,0,0,442.26,Wednesday,112.53,443.26,True,1
V6205,adult,online,Laser Maze,0,3.8,100,0,443.34,Wednesday,438.41,420.97,True,1
V3940,adult,online,Go Karts,156.27,5.0,38,0,443.51,Wednesday,281.68,445.51,True,1
V2639,adult,online,Flying Chairs,254.9,4.0,0,0,444.4,Wednesday,184.34,447.4,True,1
V2694,adult,online,Bumper Cars,252.07,3.5,0,0,444.59,Wednesday,187.97,446.59,True,1
V2537,child,online,Carousel,261.56,4.3,0,0,444.83,Wednesday,177.67,447.83,True,1
V0145,child,ticket_office,Fun House,316.59,4.5,0,0,444.88,Wednesday,123.23,446.88,True,1
V2204,child,online,Mirror Maze,285.66,4.2,0,0,444.89,Wednesday,154.35,447.89,True,1
V4318,adult,online,Observation Tower,125.47,5.0,37,1,444.91,Wednesday,306.95,447.91,True,2
V4973,adult,online,Water Slide,86.41,4.5,66,0,445.56,Wednesday,353.94,,True,1
V0311,child,ticket_office,Ball Pit,171.04,4.0,12,0,445.76,Wednesday,269.56,447.76,True,1
V1934,child,online,Pirate Ship,304.71,4.7,0,0,445.82,Wednesday,134.96,447.82,True,1
V4870,adult,online,Haunted House,93.62,4.0,64,0,446.18,Wednesday,347.14,,True,1
V3532,adult,online,4D Cinema,190.74,6.0,24,0,447.1,Wednesday,249.09,448.1,True,1
V2453,adult,online,Roller Coaster,121.88,5.5,0,2,447.12,Wednesday,171.27,448.12,True,3
V0759,child,online,Swing Ride,292.87,4.2,0,1,447.33,Wednesday,53.06,448.33,True,2
V2271,adult,online,Drop Tower,166.84,5.8,0,1,447.62,Wednesday,158.91,450.62,True,2
V3146,child,online,Mini Train,219.23,6.5,14,0,448.3,Wednesday,221.32,449.3,True,1
V1311,child,online,Ferris Wheel,192.03,6.0,0,1,448.69,Wednesday,90.81,451.69,True,2
V2693,child,online,Bumper Cars,256.56,3.5,0,0,448.86,Wednesday,188.03,449.86,True,1
V3342,adult,online,Ferris Wheel,192.45,6.0,10,1,449.01,Wednesday,235.84,451.01,True,2
V2660,adult,online,Flying Chairs,258.6,4.0,0,0,449.14,Wednesday,185.81,452.14,True,1
V0052,child,ticket_office,Petting Zoo,328.67,5.5,0,1,449.18,Wednesday,43.3,450.18,True,2
V4007,adult,online,Go Karts,157.29,5.0,38,0,449.61,Wednesday,286.22,452.61,True,1
V2546,child,online,Carousel,266.81,4.3,0,0,449.91,Wednesday,178.01,450.91,True,1
V2206,adult,online,Mirror Maze,290.18,4.2,0,0,450.0,Wednesday,154.71,452.0,True,1
V1765,adult,online,Fun House,321.41,4.5,0,0,450.11,Wednesday,123.47,453.11,True,1
V0546,adult,ticket_office,Virtual Reality Zone,0,6.5,80,0,450.89,Wednesday,443.44,408.6,True,1
V3816,child,online,Ball Pit,174.47,4.0,32,0,450.94,Wednesday,271.28,451.94,True,1
V0456,adult,online,Pirate Ship,308.9,4.7,0,3,451.1,Wednesday,29.87,453.1,True,4
V5045,adult,online,Haunted House,86.4,4.0,66,0,451.26,Wednesday,359.78,358.09,True,1
V0368,adult,ticket_office,Observation Tower,123.13,5.0,32,0,451.4,Wednesday,321.78,453.4,True,1
V5182,adult,online,Water Slide,75.58,4.5,70,0,451.5,Wednesday,369.98,352.16,True,1
V1566,adult,online,Swing Ride,297.39,4.2,0,1,452.65,Wednesday,110.36,455.65,True,2
V0554,adult,ticket_office,Laser Maze,0,3.8,80,0,453.06,Wednesday,448.52,428.86,True,1
V4544,adult,online,Roller Coaster,123.57,5.5,52,0,453.36,Wednesday,323.55,,True,1
V1637,adult,online,Bumper Cars,260.06,3.5,0,1,453.63,Wednesday,114.47,454.63,True,2
V6339,adult,online,Virtual Reality Zone,0,6.5,100,0,453.75,Wednesday,445.86,447.95,True,1
V1518,adult,online,4D Cinema,180.77,6.0,0,1,454.0,Wednesday,106.2,456.0,True,2
V2681,child,online,Flying Chairs,262.04,4.0,0,0,454.34,Wednesday,187.1,456.34,True,1
V3918,adult,online,Drop Tower,167.42,5.8,34,0,454.41,Wednesday,280.2,456.41,True,1
V2584,adult,online,Carousel,269.18,4.3,0,0,454.92,Wednesday,180.72,455.92,True,1
V2275,child,online,Mirror Maze,290.67,4.2,0,0,455.27,Wednesday,159.33,458.27,True,1
V2414,adult,online,Ferris Wheel,198.4,6.0,0,1,455.28,Wednesday,167.69,458.28,True,2
V2834,adult,online,Go Karts,162.94,5.0,0,1,455.65,Wednesday,195.78,456.65,True,2
V1670,child,online,Mini Train,219.54,6.5,0,1,455.67,Wednesday,116.92,457.67,True,2
V3867,child,online,Ball Pit,174.99,4.0,32,0,455.75,Wednesday,275.95,458.75,True,1
V1630,child,online,Petting Zoo,334.89,5.5,0,0,455.86,Wednesday,114.29,458.86,True,1
V5212,adult,online,Haunted House,77.78,4.0,70,0,455.9,Wednesday,373.48,353.86,True,1
V2353,child,online,Ferris Wheel,187.71,6.0,0,1,455.99,Wednesday,164.6,457.99,True,2
V1830,adult,online,Fun House,321.9,4.5,0,0,456.04,Wednesday,128.22,459.04,True,1
V5359,adult,online,Water Slide,66.43,4.5,74,0,457.07,Wednesday,385.06,380.84,True,1
V1991,adult,online,Pirate Ship,311.6,4.7,0,0,457.23,Wednesday,139.5,459.23,True,1
V0552,child,online,Swing Ride,297.14,4.2,0,1,457.43,Wednesday,37.75,458.43,True,2
V6440,adult,online,Laser Maze,0.59,3.8,100,0,457.57,Wednesday,452.47,440.79,True,1
V3239,adult,online,Observation Tower,128.66,5.0,5,1,457.59,Wednesday,227.59,459.59,True,2
V2725,child,online,Bumper Cars,263.13,3.5,0,0,457.91,Wednesday,190.51,458.91,True,1
V6416,adult,online,Virtual Reality Zone,0,6.5,100,0,458.35,Wednesday,451.04,,True,1
V0699,child,online,Flying Chairs,265.2,4.0,0,1,459.36,Wednesday,49.19,461.36,True,2
V3053,adult,online,Roller Coaster,114.64,5.5,0,1,460.24,Wednesday,214.23,463.24,True,2
V2616,adult,online,Carousel,271.35,4.3,0,0,460.41,Wednesday,183.57,461.41,True,1
V2260,adult,online,4D Cinema,181.74,6.0,0,1,460.52,Wednesday,158.29,461.52,True,2
V0629,adult,online,Mirror Maze,295.7,4.2,0,1,460.63,Wednesday,44.18,461.63,True,2
V3657,adult,online,Haunted House,78.04,4.0,21,1,461.08,Wednesday,260.38,464.08,True,2
V6452,adult,online,Virtual Reality Zone,0.35,6.5,100,0,461.12,Wednesday,453.4,438.3,True,1
V0328,child,ticket_office,Ball Pit,174.51,4.0,12,0,461.19,Wednesday,281.24,463.19,True,1
V0152,child,ticket_office,Fun House,327.11,4.5,0,0,461.42,Wednesday,128.94,462.42,True,1
V4217,adult,online,Go Karts,154.46,5.0,40,0,461.42,Wednesday,301.19,463.42,True,1
V2005,adult,online,Drop Tower,172.86,5.8,0,1,461.56,Wednesday,141.86,463.56,True,2
V3737,adult,online,Ferris Wheel,188.75,6.0,26,0,461.87,Wednesday,266.53,463.87,True,1
V6473,adult,online,Laser Maze,2.83,3.8,100,0,461.89,Wednesday,454.74,456.67,True,1
V2781,child,online,Bumper Cars,265.28,3.5,0,0,462.05,Wednesday,192.63,464.05,True,1
V5470,adult,online,Water Slide,65.1,4.5,74,0,462.28,Wednesday,391.97,,True,1
V3344,child,online,Mini Train,220.19,6.5,12,0,462.75,Wednesday,235.47,465.75,True,1
V1654,adult,online,Petting Zoo,340.22,5.5,0,0,462.76,Wednesday,115.64,464.76,True,1
V0432,child,online,Swing Ride,300.48,4.2,0,2,462.98,Wednesday,28.27,465.98,True,3
V2004,child,online,Pirate Ship,315.72,4.7,0,0,463.03,Wednesday,141.51,464.03,True,1
V3771,adult,online,Ferris Wheel,188.18,6.0,26,0,463.17,Wednesday,267.81,466.17,True,1
V4667,adult,online,Observation Tower,123.87,5.0,52,0,463.7,Wednesday,333.72,,True,1
V1378,child,online,Flying Chairs,268.93,4.0,0,1,463.89,Wednesday,96.28,466.89,True,2
V2729,child,online,Carousel,269.82,4.3,0,0,465.68,Wednesday,190.59,468.68,True,1
V5298,adult,online,Haunted House,81.84,4.0,68,0,465.75,Wednesday,379.24,,True,1
V0189,child,ticket_office,Mirror Maze,301.01,4.2,0,0,465.8,Wednesday,159.62,467.8,True,1
V2894,adult,online,Bumper Cars,261.77,3.5,0,0,466.1,Wednesday,200.28,467.1,True,1
V0327,child,ticket_office,Ball Pit,178.77,4.0,10,0,466.2,Wednesday,282.41,468.2,True,1
V6486,adult,online,Laser Maze,6.38,3.8,98,0,466.67,Wednesday,455.5,,True,1
V4790,adult,online,Roller Coaster,105.19,5.5,50,1,467.0,Wednesday,343.25,,True,2
V0771,child,online,Fun House,330.82,4.5,0,1,467.03,Wednesday,54.04,468.03,True,2
V2895,adult,online,Go Karts,152.62,5.0,0,1,467.06,Wednesday,200.9,470.06,True,2
V5502,adult,online,Water Slide,67.6,4.5,74,0,467.49,Wednesday,394.68,389.97,True,1
V3839,adult,online,4D Cinema,187.62,6.0,26,0,467.72,Wednesday,272.9,468.72,True,1
V0847,child,online,Swing Ride,305.68,4.2,0,1,467.98,Wednesday,60.12,468.98,True,2
V3985,adult,online,Drop Tower,177.5,5.8,30,0,468.15,Wednesday,284.06,469.15,True,1
V3802,adult,online,Ferris Wheel,190.86,6.0,24,0,468.41,Wednesday,271.0,469.41,True,1
V0169,child,ticket_office,Pirate Ship,319.89,4.7,0,0,468.59,Wednesday,143.14,470.59,True,1
V2767,child,online,Flying Chairs,271.5,4.0,0,0,468.97,Wednesday,192.39,471.97,True,1
V1658,child,online,Petting Zoo,346.72,5.5,0,0,469.34,Wednesday,116.04,470.34,True,1
V3538,adult,online,Ferris Wheel,191.54,6.0,15,1,470.15,Wednesday,250.21,472.15,True,2
V0271,adult,ticket_office,Observation Tower,128.45,5.0,0,1,470.2,Wednesday,231.43,471.2,True,2
V6602,adult,online,Virtual Reality Zone,0,6.5,100,0,470.48,Wednesday,462.52,,True,1
V2930,adult,online,Bumper Cars,261.71,3.5,0,0,470.51,Wednesday,204.39,473.51,True,1
